age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
50,1,17399,Divorcé(e),Consulting,Directeur Technique,9,32,5,4,4,3,4,4,3,2,4,0,0,1,1,1,2,Transformation Digitale,1.5,1,3
33,0,5488,Marié(e),Consulting,Manager,1,6,6,5,3,4,2,2,1,3,3,1,0,1,2,1,4,Autre,2.0,1,2
41,1,19419,Divorcé(e),Consulting,Directeur Technique,2,21,18,16,1,3,5,3,2,4,3,0,0,1,2,9,3,Transformation Digitale,2.0,0,11
27,0,2811,Marié(e),Consulting,Consultant,9,4,2,2,3,3,1,2,2,3,3,0,0,1,2,16,4,Entrepreunariat,1.5,2,2
45,1,3633,Marié(e),Consulting,Consultant,1,9,9,8,4,3,2,1,3,3,3,1,0,1,2,23,2,Infra & Cloud,1.0,0,8
47,0,4163,Célibataire,Commercial,Cadre Commercial,1,9,9,0,4,3,2,4,3,3,3,1,0,0,0,4,2,Infra & Cloud,1.5,0,7
30,0,2132,Marié(e),Consulting,Assistant de Direction,4,7,5,2,1,3,1,3,2,3,3,1,1,0,2,22,3,Infra & Cloud,1.5,0,1
50,1,13973,Marié(e),Consulting,Tech Lead,3,22,12,11,4,3,4,3,4,3,3,1,0,1,2,24,3,Infra & Cloud,1.5,1,5
38,1,2684,Marié(e),Consulting,Assistant de Direction,0,3,2,1,3,3,1,3,2,2,3,0,0,1,0,10,1,Transformation Digitale,2.0,0,2
46,1,10845,Divorcé(e),Consulting,Tech Lead,6,13,8,7,4,3,3,3,2,3,3,0,0,1,3,7,2,Transformation Digitale,1.5,0,7
24,0,4377,Divorcé(e),Consulting,Tech Lead,1,5,4,2,4,2,2,3,2,3,3,0,0,2,6,17,1,Transformation Digitale,1.5,3,2
35,1,3743,Divorcé(e),Consulting,Consultant,1,5,4,2,3,2,1,2,4,1,4,1,1,1,2,14,4,Autre,1.5,0,2
31,0,4148,Marié(e),Consulting,Tech Lead,1,4,4,3,3,3,2,1,3,3,3,0,0,1,1,1,1,Infra & Cloud,2.0,0,3
18,1,1051,Célibataire,Consulting,Assistant de Direction,1,0,0,0,2,3,1,4,4,3,3,0,0,0,2,5,2,Infra & Cloud,1.0,0,0
54,0,10739,Marié(e),Consulting,Tech Lead,8,22,10,7,3,3,3,3,3,3,3,0,0,1,2,17,3,Entrepreunariat,1.5,0,8
35,0,10388,Divorcé(e),Consulting,Manager,1,16,16,10,3,3,3,3,3,2,3,1,0,1,3,25,4,Transformation Digitale,1.5,10,1
30,0,11416,Marié(e),Consulting,Directeur Technique,0,9,8,7,2,4,3,1,3,2,3,1,0,3,4,8,2,Infra & Cloud,1.5,1,7
20,0,2600,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,2,1,1,1,3,3,1,1,0,2,11,3,Transformation Digitale,1.5,0,0
30,0,2422,Célibataire,Consulting,Consultant,0,4,3,2,2,3,1,2,1,3,3,0,1,0,3,5,3,Transformation Digitale,2.0,1,2
26,1,5472,Marié(e),Consulting,Tech Lead,1,8,8,7,4,4,2,4,2,3,3,0,0,0,2,2,2,Transformation Digitale,1.5,1,3
22,1,2451,Marié(e),Consulting,Consultant,1,4,4,3,2,1,1,1,1,2,3,0,0,1,3,8,1,Infra & Cloud,1.5,1,1
48,1,4240,Célibataire,Consulting,Manager,2,19,2,2,1,2,2,3,4,3,3,0,0,0,0,6,3,Infra & Cloud,1.5,2,2
48,1,10999,Célibataire,Consulting,Manager,7,27,15,11,3,2,3,3,2,3,3,0,0,0,3,4,4,Infra & Cloud,1.5,4,8
41,0,5003,Célibataire,Consulting,Tech Lead,6,8,2,2,4,3,2,3,2,3,3,0,0,0,6,7,2,Transformation Digitale,1.5,2,1
39,0,12742,Marié(e),Consulting,Tech Lead,1,21,21,6,4,2,4,4,3,3,3,0,0,1,3,1,1,Infra & Cloud,1.5,11,8
27,0,4227,Marié(e),Consulting,Tech Lead,0,4,3,2,1,3,2,4,2,3,3,0,0,1,2,2,4,Infra & Cloud,1.5,2,2
35,1,3917,Divorcé(e),Consulting,Consultant,1,3,3,2,2,3,1,4,1,2,4,0,0,1,4,10,3,Autre,1.5,1,2
42,1,18303,Marié(e),Commercial,Senior Manager,6,21,1,0,4,3,5,3,2,4,3,0,0,0,3,5,2,Marketing,1.5,0,0
50,1,2380,Marié(e),Consulting,Consultant,4,8,1,0,1,3,1,4,2,3,3,0,0,0,5,9,3,Infra & Cloud,1.5,0,0
59,0,13726,Célibataire,Consulting,Tech Lead,3,30,5,3,3,2,4,4,1,3,3,1,0,0,4,2,3,Infra & Cloud,1.5,4,3
37,0,4777,Marié(e),Consulting,Manager,5,15,1,0,1,1,2,2,1,1,3,0,1,0,2,11,2,Transformation Digitale,1.5,0,0
55,1,6385,Marié(e),Consulting,Manager,3,17,8,7,3,3,2,2,4,3,3,1,0,2,3,18,4,Transformation Digitale,2.0,6,7
41,0,19973,Divorcé(e),Consulting,Directeur Technique,1,21,21,16,2,1,5,3,2,3,4,0,0,2,3,7,1,Infra & Cloud,1.0,5,10
38,1,6861,Célibataire,Commercial,Cadre Commercial,8,19,1,0,2,3,2,4,3,3,3,1,0,0,1,3,4,Infra & Cloud,1.5,0,0
26,1,4969,Célibataire,Commercial,Cadre Commercial,8,7,2,2,2,1,2,1,4,3,3,0,1,0,6,29,2,Transformation Digitale,1.0,2,2
52,0,19845,Marié(e),Commercial,Senior Manager,1,33,32,14,1,1,5,4,4,3,3,0,1,1,3,2,1,Marketing,1.5,6,9
44,0,13320,Marié(e),Commercial,Cadre Commercial,3,23,12,11,4,4,4,4,3,3,3,1,0,1,2,28,3,Transformation Digitale,1.5,11,11
50,0,6347,Marié(e),Commercial,Cadre Commercial,0,19,18,7,4,3,2,3,1,3,3,0,0,1,3,1,3,Infra & Cloud,1.0,0,13
36,0,2743,Célibataire,Consulting,Consultant,1,18,17,13,3,4,1,1,3,3,3,0,1,0,1,16,4,Infra & Cloud,1.5,15,14
39,0,10880,Célibataire,Consulting,Tech Lead,1,21,21,6,4,3,3,1,3,3,3,1,0,0,2,22,3,Transformation Digitale,2.0,2,8
33,0,2342,Célibataire,Commercial,Représentant Commercial,0,3,2,2,2,2,1,4,4,2,3,0,0,0,2,8,1,Infra & Cloud,1.0,2,2
45,0,17650,Marié(e),Commercial,Senior Manager,3,26,9,3,4,3,4,4,2,4,3,0,0,1,4,11,2,Infra & Cloud,1.5,1,1
32,0,4025,Célibataire,Consulting,Consultant,9,10,8,7,4,3,1,3,2,3,3,0,0,0,2,29,4,Transformation Digitale,1.0,7,7
34,1,9725,Divorcé(e),Commercial,Cadre Commercial,0,16,15,1,2,4,2,4,4,2,3,0,0,1,2,1,4,Marketing,1.5,0,9
59,1,11904,Marié(e),Commercial,Senior Manager,3,14,6,4,2,3,3,4,3,1,3,1,0,1,1,1,2,Entrepreunariat,1.5,0,4
45,1,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,6,3,2,3,1,2,1,3,3,0,0,0,3,24,4,Transformation Digitale,1.5,0,4
53,0,7525,Marié(e),Commercial,Cadre Commercial,2,30,15,7,3,2,3,2,1,3,3,0,0,1,2,2,3,Marketing,2.0,6,12
36,1,4834,Divorcé(e),Consulting,Consultant,7,9,1,0,1,3,2,3,2,2,3,0,1,1,3,15,3,Autre,1.5,0,0
26,1,2042,Marié(e),Consulting,Assistant de Direction,6,6,3,2,1,3,1,1,2,3,3,1,1,1,2,2,3,Infra & Cloud,2.0,1,2
34,0,2220,Marié(e),Commercial,Représentant Commercial,1,1,1,1,3,3,1,3,4,3,3,1,0,1,2,10,4,Infra & Cloud,1.5,0,0
28,1,1052,Marié(e),Commercial,Représentant Commercial,1,1,1,0,4,3,1,2,2,3,4,0,0,0,5,10,1,Transformation Digitale,1.5,0,0
38,1,2821,Marié(e),Consulting,Assistant de Direction,3,8,2,2,3,3,1,3,1,3,3,0,0,1,2,3,4,Autre,2.0,2,2
50,1,19237,Marié(e),Consulting,Directeur Technique,2,29,8,1,2,3,5,3,4,2,3,1,0,1,2,2,4,Transformation Digitale,1.5,7,7
37,0,4107,Célibataire,Consulting,Manager,3,8,4,3,4,3,2,2,1,2,3,0,0,0,3,3,3,Autre,1.5,0,1
40,1,8396,Marié(e),Commercial,Cadre Commercial,1,8,7,7,3,3,2,1,2,2,3,0,0,1,3,26,3,Marketing,1.5,7,5
26,0,2007,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,1,2,1,3,3,3,3,0,0,2,5,1,1,Transformation Digitale,2.0,1,3
46,1,19627,Divorcé(e),Consulting,Directeur Technique,9,23,2,2,4,3,5,4,4,3,3,0,0,2,0,1,4,Transformation Digitale,1.5,2,2
54,0,10686,Marié(e),Commercial,Cadre Commercial,6,13,9,4,3,2,3,3,2,3,3,0,0,1,4,2,4,Infra & Cloud,1.5,7,0
56,0,2942,Marié(e),Consulting,Assistant de Direction,2,18,5,4,1,3,1,3,2,3,3,0,0,1,4,9,3,Transformation Digitale,2.0,0,3
36,0,8858,Célibataire,Consulting,Tech Lead,0,15,14,8,4,2,3,4,2,2,3,0,0,0,2,12,5,Transformation Digitale,1.5,7,8
55,1,16756,Célibataire,Consulting,Senior Manager,7,31,9,7,3,2,4,1,2,4,3,0,0,0,3,2,1,Transformation Digitale,1.0,6,2
43,1,10798,Divorcé(e),Commercial,Cadre Commercial,5,18,1,0,3,2,3,4,3,3,3,0,0,1,5,25,3,Transformation Digitale,1.5,0,0
20,0,2323,Célibataire,Commercial,Représentant Commercial,1,2,2,2,4,3,1,4,2,3,3,1,1,0,3,9,3,Marketing,2.0,0,2
21,0,1416,Célibataire,Consulting,Consultant,1,1,1,0,3,2,1,1,1,2,3,0,1,0,6,10,3,Infra & Cloud,1.5,1,0
46,0,4615,Divorcé(e),Consulting,Assistant de Direction,8,19,16,13,4,2,2,1,1,3,4,1,0,3,2,8,4,Infra & Cloud,1.5,1,7
51,1,2461,Marié(e),Consulting,Assistant de Direction,9,18,10,0,1,3,1,3,3,4,3,1,1,3,2,4,4,Infra & Cloud,1.5,2,7
28,1,8722,Célibataire,Consulting,Manager,1,10,10,7,2,2,3,1,1,2,3,0,1,0,2,24,2,Entrepreunariat,1.0,1,9
26,1,3955,Marié(e),Consulting,Consultant,1,6,5,3,1,2,1,1,1,3,3,0,0,2,2,1,2,Transformation Digitale,1.5,1,3
30,1,9957,Marié(e),Consulting,Tech Lead,0,7,6,2,3,3,2,1,3,2,3,0,0,1,1,20,3,Autre,1.5,0,2
41,0,3376,Marié(e),Consulting,Assistant de Direction,1,10,10,6,2,4,1,3,3,3,3,0,0,0,3,7,2,Entrepreunariat,1.5,0,8
38,0,8823,Marié(e),Consulting,Manager,0,20,19,9,3,2,3,3,1,2,3,0,0,1,4,17,1,Infra & Cloud,1.5,1,9
40,1,10322,Marié(e),Consulting,Manager,4,14,11,10,1,3,3,4,4,3,4,0,0,1,6,20,4,Entrepreunariat,1.5,11,1
27,1,4621,Marié(e),Consulting,Consultant,1,3,3,2,1,1,1,3,4,3,3,0,0,3,4,8,5,Infra & Cloud,1.0,1,2
55,1,10976,Marié(e),Consulting,Tech Lead,3,23,3,2,4,3,3,2,2,3,3,0,0,1,4,2,1,Infra & Cloud,2.0,1,2
28,0,3660,Célibataire,Consulting,Assistant de Direction,3,10,8,7,3,3,2,3,4,4,3,0,0,0,4,10,3,Autre,1.5,1,7
44,1,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,24,20,6,2,2,3,1,4,3,3,0,1,1,1,1,2,Transformation Digitale,1.5,3,6
33,1,7119,Divorcé(e),Consulting,Manager,4,9,3,2,4,2,3,4,3,3,3,0,0,1,2,5,3,Infra & Cloud,1.5,1,2
35,1,9582,Célibataire,Commercial,Cadre Commercial,0,9,8,7,4,3,3,1,1,3,4,1,1,0,2,4,3,Entrepreunariat,1.5,4,7
33,0,4508,Célibataire,Consulting,Assistant de Direction,1,14,13,7,1,2,2,3,2,3,4,0,1,0,4,29,4,Transformation Digitale,2.0,3,8
28,1,2207,Divorcé(e),Consulting,Consultant,1,4,4,2,1,3,1,3,4,2,3,0,0,1,5,15,2,Infra & Cloud,1.5,2,2
34,1,7756,Célibataire,Consulting,Manager,0,7,6,2,1,3,2,4,3,2,3,0,0,0,1,3,1,Infra & Cloud,2.0,0,4
37,0,6694,Divorcé(e),Commercial,Cadre Commercial,2,8,1,0,4,2,2,4,3,3,3,1,0,3,5,10,4,Infra & Cloud,1.5,0,0
25,1,3691,Marié(e),Consulting,Consultant,1,7,7,7,4,3,1,4,2,4,3,1,1,1,3,4,1,Entrepreunariat,1.5,5,6
26,1,2377,Divorcé(e),Consulting,Consultant,1,1,1,1,1,3,1,3,3,2,4,0,1,1,0,21,3,Transformation Digitale,1.5,0,0
33,1,2313,Célibataire,Consulting,Assistant de Direction,4,5,2,2,1,2,1,2,2,3,4,1,1,0,0,25,3,Transformation Digitale,1.5,2,2
42,1,17665,Marié(e),Consulting,Senior Manager,0,23,22,6,4,3,4,1,4,3,3,0,0,1,3,2,2,Transformation Digitale,1.5,13,7
28,1,2596,Divorcé(e),Consulting,Consultant,1,1,1,0,1,2,1,2,1,3,3,0,1,2,2,1,3,Transformation Digitale,2.0,0,0
50,1,4728,Célibataire,Commercial,Cadre Commercial,3,5,0,0,4,3,2,3,4,3,3,1,1,0,4,1,4,Autre,2.0,0,0
33,0,4302,Marié(e),Commercial,Cadre Commercial,0,4,3,2,4,3,2,2,3,3,3,0,0,1,3,7,3,Infra & Cloud,2.0,0,2
34,1,2979,Marié(e),Consulting,Assistant de Direction,3,6,0,0,3,2,1,4,4,3,3,0,0,3,2,3,4,Infra & Cloud,1.0,0,0
48,1,16885,Célibataire,Consulting,Senior Manager,2,27,5,4,1,4,4,4,3,2,4,0,0,0,3,1,4,Transformation Digitale,1.0,2,1
45,0,5593,Marié(e),Commercial,Cadre Commercial,1,15,15,10,2,2,2,3,4,3,3,0,0,1,2,9,4,Infra & Cloud,1.0,4,12
52,1,10445,Célibataire,Consulting,Manager,7,18,8,6,2,3,3,2,4,3,3,0,0,0,4,7,4,Infra & Cloud,1.5,4,0
38,1,8740,Divorcé(e),Commercial,Cadre Commercial,0,9,8,7,3,2,3,3,2,3,3,1,0,2,2,10,4,Marketing,1.5,2,7
29,0,2514,Divorcé(e),Consulting,Assistant de Direction,4,11,7,5,3,3,1,4,1,3,4,0,0,1,1,28,4,Infra & Cloud,1.5,1,7
28,0,7655,Divorcé(e),Consulting,Tech Lead,0,10,9,7,4,3,3,2,2,2,3,0,0,3,3,3,3,Transformation Digitale,1.5,1,7
46,1,17465,Marié(e),Commercial,Senior Manager,3,23,12,9,1,3,4,3,4,3,3,0,0,1,3,3,1,Marketing,1.5,4,9
38,1,7351,Célibataire,Commercial,Cadre Commercial,7,10,1,0,4,3,3,2,3,3,3,0,0,0,2,2,2,Marketing,1.5,0,0
43,0,10820,Marié(e),Consulting,Tech Lead,8,18,8,7,3,3,3,1,3,3,3,0,0,1,1,27,3,Infra & Cloud,2.0,0,1
39,1,12169,Divorcé(e),Consulting,Manager,7,21,18,7,1,3,4,4,4,3,3,0,1,3,4,2,3,Infra & Cloud,2.0,11,5
40,1,19626,Célibataire,Consulting,Directeur Technique,1,21,20,7,3,2,5,3,1,4,3,0,0,0,2,14,3,Transformation Digitale,1.5,4,9
21,0,2070,Célibataire,Consulting,Assistant de Direction,1,2,2,2,4,2,1,2,3,4,3,1,0,0,6,1,1,Entrepreunariat,1.5,2,2
39,1,6782,Célibataire,Consulting,Consultant,9,9,5,4,3,3,2,2,3,2,3,0,0,0,2,9,3,Infra & Cloud,1.0,0,3
36,1,7779,Célibataire,Consulting,Tech Lead,2,18,11,9,1,3,2,4,1,3,4,0,0,0,0,18,4,Infra & Cloud,1.0,0,9
31,1,2791,Marié(e),Commercial,Représentant Commercial,0,3,2,2,3,4,1,4,1,3,3,0,0,1,4,20,3,Infra & Cloud,2.0,2,2
28,1,3201,Marié(e),Consulting,Assistant de Direction,0,6,5,3,1,2,1,2,1,1,3,0,0,0,2,2,1,Infra & Cloud,1.5,0,4
35,1,4968,Divorcé(e),Commercial,Cadre Commercial,1,5,5,2,4,3,2,4,4,3,3,0,0,1,3,11,2,Marketing,2.0,0,2
49,1,13120,Marié(e),Commercial,Cadre Commercial,6,22,9,8,4,2,4,2,2,3,3,0,0,1,3,8,4,Entrepreunariat,1.5,2,3
34,1,4033,Célibataire,Consulting,Tech Lead,2,5,3,2,4,3,2,3,4,2,3,0,0,0,3,2,2,Infra & Cloud,2.0,0,2
29,0,3291,Divorcé(e),Consulting,Assistant de Direction,0,8,7,5,4,3,1,2,4,2,3,0,0,2,2,10,3,Infra & Cloud,2.0,1,1
42,1,4272,Célibataire,Consulting,Consultant,4,16,1,0,2,1,2,4,1,3,3,0,0,0,3,29,3,Transformation Digitale,1.5,0,0
29,1,5056,Marié(e),Consulting,Tech Lead,1,10,10,7,2,2,2,4,3,2,3,1,0,1,2,8,1,Transformation Digitale,1.5,1,2
38,1,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,7,7,6,3,4,1,3,4,4,3,0,0,1,2,1,3,Ressources Humaines,1.5,5,0
28,1,2703,Divorcé(e),Consulting,Assistant de Direction,1,3,3,1,3,2,1,3,4,3,3,1,0,1,2,6,3,Infra & Cloud,2.0,0,2
18,1,1904,Célibataire,Consulting,Consultant,1,0,0,0,3,3,1,3,4,3,3,0,1,0,0,8,1,Transformation Digitale,1.0,0,0
33,0,8224,Célibataire,Commercial,Cadre Commercial,0,6,5,2,1,3,2,1,1,3,3,1,1,0,3,9,4,Marketing,1.5,0,3
41,1,4766,Marié(e),Consulting,Consultant,3,6,1,0,2,3,1,4,1,3,3,1,0,1,4,12,4,Infra & Cloud,1.5,0,0
31,1,2610,Marié(e),Consulting,Consultant,1,2,2,2,3,3,1,3,3,2,3,0,1,1,5,15,3,Transformation Digitale,2.0,2,2
37,0,5731,Divorcé(e),Consulting,Manager,7,9,6,2,3,2,2,4,3,3,3,0,0,2,2,25,2,Transformation Digitale,1.5,1,3
27,1,2539,Marié(e),Consulting,Assistant de Direction,1,4,4,2,4,2,1,3,3,3,3,0,0,1,0,6,3,Infra & Cloud,1.5,2,2
34,0,5714,Marié(e),Commercial,Cadre Commercial,1,6,6,5,2,3,2,3,1,2,4,0,0,0,3,9,1,Infra & Cloud,1.5,1,3
35,1,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,6,5,4,3,3,1,3,2,1,3,0,0,0,2,8,4,Entrepreunariat,1.5,1,4
29,0,7336,Marié(e),Commercial,Cadre Commercial,1,11,11,8,4,2,3,1,1,1,3,0,1,1,3,23,1,Infra & Cloud,1.5,3,10
40,0,13499,Célibataire,Consulting,Directeur Technique,9,20,18,7,2,3,3,3,3,2,3,0,0,0,3,9,4,Transformation Digitale,2.0,2,13
42,1,13758,Célibataire,Commercial,Cadre Commercial,0,22,21,9,3,3,4,1,2,2,3,1,1,0,2,12,3,Infra & Cloud,2.0,13,14
42,1,5155,Célibataire,Commercial,Cadre Commercial,7,9,6,4,2,3,2,1,4,4,3,0,0,0,3,4,4,Marketing,1.5,1,5
35,1,2258,Marié(e),Consulting,Consultant,6,10,8,0,4,2,1,3,2,3,3,0,0,1,2,1,4,Transformation Digitale,1.5,1,7
24,1,3597,Célibataire,Consulting,Consultant,8,6,4,3,4,3,1,2,4,3,4,0,0,0,2,24,3,Transformation Digitale,1.5,1,2
28,0,2515,Marié(e),Consulting,Consultant,1,1,1,1,3,3,1,4,4,2,3,1,1,0,4,12,1,Infra & Cloud,1.5,0,0
26,1,4420,Marié(e),Consulting,Consultant,1,8,8,7,1,4,1,4,2,3,4,0,0,1,2,3,4,Transformation Digitale,1.5,0,7
30,1,6578,Marié(e),Commercial,Cadre Commercial,1,10,10,3,3,2,2,3,1,3,3,0,0,1,3,10,3,Marketing,1.5,1,4
40,0,4422,Marié(e),Consulting,Assistant de Direction,3,16,1,1,3,2,2,4,4,1,3,1,0,1,3,26,2,Transformation Digitale,2.0,0,0
35,1,10274,Divorcé(e),Consulting,Tech Lead,2,15,7,7,3,2,3,2,2,4,3,0,0,1,2,2,3,Infra & Cloud,1.5,6,4
34,1,5343,Célibataire,Consulting,Manager,0,14,13,9,4,2,2,1,3,3,4,0,0,0,3,1,3,Transformation Digitale,2.0,4,9
35,1,2376,Marié(e),Consulting,Consultant,1,2,2,2,4,2,1,4,2,4,3,0,0,1,2,4,4,Autre,2.0,2,2
43,0,5346,Célibataire,Commercial,Cadre Commercial,8,7,4,3,1,1,2,3,2,2,3,0,1,0,2,9,3,Marketing,1.5,1,3
32,0,2827,Divorcé(e),Commercial,Représentant Commercial,1,1,1,0,3,3,1,1,3,3,3,0,0,3,3,2,1,Infra & Cloud,1.0,0,0
56,0,19943,Divorcé(e),Consulting,Senior Manager,4,28,5,2,4,3,5,1,4,3,3,0,0,1,2,4,4,Entrepreunariat,1.5,4,2
29,0,3131,Marié(e),Consulting,Consultant,1,10,10,8,2,3,1,4,1,3,3,0,0,1,5,6,1,Transformation Digitale,1.5,0,8
19,1,2552,Célibataire,Consulting,Assistant de Direction,1,1,1,1,3,3,1,1,3,3,4,0,0,0,4,9,2,Infra & Cloud,1.5,0,0
45,0,4477,Marié(e),Consulting,Assistant de Direction,4,7,3,2,1,3,1,3,3,2,3,1,0,1,2,7,3,Transformation Digitale,1.5,0,2
37,0,6474,Marié(e),Consulting,Tech Lead,1,14,14,8,4,2,2,4,2,2,3,0,0,1,2,1,3,Infra & Cloud,1.5,3,11
20,1,3033,Célibataire,Consulting,Consultant,1,2,2,2,1,2,1,3,1,2,3,0,0,0,2,3,3,Infra & Cloud,1.5,1,2
44,1,2936,Célibataire,Consulting,Assistant de Direction,1,6,6,4,3,3,1,3,3,3,3,1,1,0,4,10,4,Infra & Cloud,1.5,0,2
53,0,18606,Divorcé(e),Consulting,Senior Manager,3,26,7,7,4,3,5,3,2,3,3,0,0,1,6,7,2,Transformation Digitale,1.5,4,7
29,0,2168,Marié(e),Consulting,Assistant de Direction,0,6,5,4,2,1,1,4,1,2,3,1,0,1,2,15,1,Infra & Cloud,1.5,1,3
22,1,2853,Marié(e),Consulting,Assistant de Direction,0,1,0,0,3,2,1,4,2,3,3,1,1,1,5,3,4,Infra & Cloud,2.0,0,0
46,0,17048,Marié(e),Commercial,Senior Manager,8,28,26,15,3,3,4,1,1,3,4,0,0,0,2,2,3,Marketing,1.5,15,9
44,1,2290,Célibataire,Consulting,Assistant de Direction,2,6,0,0,4,1,1,3,4,3,3,0,0,0,3,17,3,Infra & Cloud,1.0,0,0
33,1,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,5,5,4,2,3,1,3,4,3,3,0,0,1,2,2,3,Ressources Humaines,1.5,1,4
41,1,2107,Divorcé(e),Consulting,Assistant de Direction,6,5,1,0,1,2,1,1,1,1,3,0,1,1,2,5,2,Infra & Cloud,1.0,0,0
30,1,4115,Divorcé(e),Commercial,Cadre Commercial,8,8,4,3,3,3,2,1,3,3,3,0,0,3,3,29,4,Infra & Cloud,1.5,0,3
40,1,4327,Marié(e),Commercial,Cadre Commercial,5,5,0,0,2,3,2,2,4,3,3,0,0,3,2,2,4,Transformation Digitale,2.0,0,0
50,0,17856,Marié(e),Consulting,Senior Manager,2,32,2,2,4,3,4,1,3,3,4,0,0,1,3,2,3,Transformation Digitale,2.0,2,2
28,1,3196,Marié(e),Consulting,Consultant,1,6,6,5,4,2,1,1,3,3,3,0,0,3,2,19,4,Transformation Digitale,1.5,3,3
46,1,19081,Marié(e),Consulting,Directeur Technique,5,25,4,2,4,3,5,2,1,3,3,0,0,1,2,15,2,Infra & Cloud,1.5,0,3
35,1,8966,Marié(e),Commercial,Cadre Commercial,3,15,7,7,3,3,2,1,4,3,3,1,0,3,2,17,4,Infra & Cloud,1.5,1,7
24,0,2210,Marié(e),Consulting,Consultant,1,1,1,0,4,3,1,2,1,1,3,0,1,1,3,17,2,Infra & Cloud,1.5,0,0
33,0,4539,Marié(e),Commercial,Cadre Commercial,1,10,10,7,2,3,2,3,1,2,3,0,0,1,3,25,3,Transformation Digitale,2.0,0,1
36,1,2741,Divorcé(e),Consulting,Consultant,1,7,7,7,3,1,1,3,3,3,3,0,0,1,4,6,4,Infra & Cloud,1.5,1,7
30,1,3491,Divorcé(e),Consulting,Consultant,1,10,10,7,3,3,2,3,1,2,3,0,0,3,4,7,4,Infra & Cloud,1.5,8,9
44,1,4541,Célibataire,Consulting,Assistant de Direction,1,20,20,11,4,3,2,4,2,3,4,0,0,0,3,29,4,Autre,1.5,13,17
20,1,2678,Célibataire,Commercial,Représentant Commercial,1,2,2,1,3,4,1,4,4,3,3,0,0,0,2,21,3,Marketing,1.5,2,2
46,1,7379,Divorcé(e),Consulting,Tech Lead,2,12,6,3,4,3,2,4,3,2,3,0,0,1,3,2,4,Entrepreunariat,1.5,1,4
42,1,6272,Marié(e),Ressources Humaines,Ressources Humaines,7,10,4,3,4,4,2,1,1,4,3,0,0,1,3,2,5,Transformation Digitale,1.0,0,3
60,1,5220,Divorcé(e),Commercial,Cadre Commercial,0,12,11,7,2,4,2,4,2,3,3,1,0,1,3,7,4,Marketing,1.5,1,9
32,0,2743,Marié(e),Consulting,Consultant,1,2,2,2,3,2,1,2,3,3,4,0,0,1,2,13,3,Autre,2.0,2,2
32,0,4998,Célibataire,Consulting,Assistant de Direction,4,10,8,7,4,3,2,3,4,3,3,1,0,0,2,2,2,Infra & Cloud,2.0,0,7
36,0,10252,Divorcé(e),Consulting,Tech Lead,2,17,7,7,3,1,3,1,3,3,4,1,0,1,2,1,3,Entrepreunariat,1.5,7,7
33,1,2781,Marié(e),Consulting,Assistant de Direction,0,15,14,10,1,3,1,4,2,3,3,0,0,1,5,9,3,Transformation Digitale,1.5,4,10
40,0,6852,Divorcé(e),Commercial,Cadre Commercial,7,7,5,1,2,2,2,2,2,4,3,0,0,1,2,10,3,Entrepreunariat,1.5,1,3
25,1,4950,Célibataire,Commercial,Cadre Commercial,0,5,4,3,3,3,2,4,2,3,3,0,0,0,4,10,4,Infra & Cloud,1.5,1,1
30,1,3579,Marié(e),Consulting,Assistant de Direction,0,12,11,9,4,3,1,2,1,3,4,1,0,1,2,1,3,Transformation Digitale,1.5,5,7
42,0,13191,Marié(e),Consulting,Directeur Technique,3,20,1,0,1,3,3,1,3,3,3,1,0,0,6,26,5,Transformation Digitale,2.0,0,0
35,0,10377,Marié(e),Commercial,Cadre Commercial,4,16,13,2,3,2,3,4,2,2,3,1,0,1,6,8,2,Marketing,1.0,4,12
27,1,2235,Marié(e),Consulting,Assistant de Direction,1,9,9,7,1,3,1,1,4,2,3,1,0,2,3,14,3,Infra & Cloud,1.5,6,8
54,0,10502,Divorcé(e),Consulting,Tech Lead,7,33,5,4,4,3,3,3,1,1,3,0,0,1,2,1,4,Infra & Cloud,2.0,1,4
44,0,2011,Marié(e),Consulting,Assistant de Direction,1,10,10,5,1,4,1,4,4,3,3,0,0,1,5,2,1,Infra & Cloud,1.5,7,7
19,0,1859,Célibataire,Consulting,Assistant de Direction,1,1,1,1,1,2,1,2,2,4,4,1,1,0,2,10,3,Transformation Digitale,1.0,0,0
29,0,3760,Divorcé(e),Consulting,Assistant de Direction,1,3,3,2,1,3,1,4,1,3,3,0,0,3,5,1,3,Infra & Cloud,1.5,1,2
